most_info_gvm_print,most_info_gv_emails,most_info_gvm_website,most_info_gv_publications,most_info_media,most_info_wordofmouth_alumni,most_info_socialmedia,most_info_lanthorn,most_info_other,info_text,where_read,num_issues,website_enjoy_likert,website_navigate_likert,website_design_likert,website_connected_likert,website_proud_likert,print_enjoy_likert,print_design_likert,print_connected_likert,print_proud_likert,gvsu_engagement,num_articles,drive_to_website,website_only,website_engagment,website_engagment_text,action_saved_article,action_discussed_article,action_recommended_gv,action_attended_event,action_donated,action_visited_website,action_contacted_classmate,action_shared_article_social_media,action_shared_article_email,action_none,opting,comments,age,relation_alumni,relation_undergrad,relation_grad,relation_family_undergrad,relation_faculty,relation_family_faculty,relation_donor,relation_other,relation_text,avid_reader,key_pop,num_actions
NA,1,1,NA,NA,NA,NA,NA,NA,NA,Both,3,4,4,4,4,4,3,3,3,3,Neutral,5,Email,Yes,It is currently engaging,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,No,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,2
1,1,1,NA,NA,NA,NA,NA,NA,NA,Both,3,5,5,5,5,5,4,4,4,4,Neutral,2,Email,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,3,3,3,3,3,4,5,4,4,Disagree,2,Email,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,NA,NA,NA,NA,1,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Neutral,0,Word of Mouth,No,I don't use the website,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,No,NA,50-65,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,3
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,1,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,NA,NA,NA,NA,1,1,NA,NA,NA,Print issues,3,3,3,3,4,4,5,5,5,5,Agree,6,Social Media,I don't know/I'm not sure,I don't use the website,NA,1,NA,1,1,1,1,NA,1,NA,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Other,6
NA,1,NA,1,NA,NA,NA,NA,NA,NA,Both,3,4,5,5,5,5,5,5,5,5,Neutral,10,Link within printed Issue,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,No,NA,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+,Other,1
1,1,1,NA,1,NA,1,NA,NA,NA,Both,1,2,2,1,4,4,3,3,3,4,Neutral,4,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,No,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
NA,1,NA,NA,NA,1,NA,NA,NA,NA,GVM Website,0,5,4,4,3,3,5,4,3,3,Neutral,2,Email,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,NA,1,NA,NA,1,NA,NA,NA,NA,Print issues,3,3,3,3,4,4,4,4,4,4,Agree,3,Word of Mouth,No,Easier navigation,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,36-49,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 Articles,Other,3
NA,NA,NA,NA,NA,NA,NA,NA,1,Film/Video Alumni Board,Print issues,2,3,3,3,3,3,3,3,3,3,Disagree,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,"I usually flip through it and it goes into recycling. It's a nice magazine but I don't really read it. I know people work hard on it, but I honestly don't read it.",50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Agree,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Agree,0,Email,Yes,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,NA,NA,NA,NA,NA,NA,NA,1,GV site,GVM Website,0,3,4,5,3,4,3,3,3,3,Agree,3,Email,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,No,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,1,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Agree,0,Social Media,No,More specific recommendations,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,no,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,1,3,3,3,3,3,3,3,3,Neutral,2,Doing research,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,1,NA,NA,1,1,1,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,5,5,5,5,5,5,5,5,5,Neutral,5,Email,Yes,It is currently engaging,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,No,Website only is fine. Save the paper and mailing costs/effects on the environment.,66+,NA,NA,NA,NA,NA,NA,NA,1,Retired faculty/staff,5-10+,Other,3
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,1,3,3,3,3,5,3,3,5,5,Neutral,0,Social Media,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,5,3,3,4,5,5,3,3,5,Agree,4,Word of Mouth,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Need to update my address,50-65,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,I don't read the GVM,0,1,3,3,3,3,1,3,3,3,Neutral,0,Doing research,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,4,4,4,4,4,4,4,4,4,Agree,15,Word of Mouth,No,It is currently engaging,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,Yes,NA,50-65,NA,NA,NA,1,NA,NA,1,NA,NA,5-10+,Other,3
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,1,1,1,1,1,1,1,1,1,1,Disagree,0,Social Media,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,1,NA,1,1,1,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,4,4,2,3,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,Digital is much better for the environment. I'd be happy to have an email with link when issues are published.,50-65,NA,NA,NA,NA,NA,NA,NA,1,Retired professor,0-4 Articles,Other,1
1,1,1,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,4,3,4,3,3,Neutral,2,Email,Yes,I don't know/I'm not sure,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,66+,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 Articles,Alumni over 35,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,4,4,5,Agree,1,Email,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,36-49,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,3,3,5,3,4,4,5,4,4,Neutral,3,Email,No,Larger variety of content,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,No,The images are excellent. It's a good hometown periodical.,50-65,NA,NA,NA,NA,1,NA,1,NA,NA,0-4 Articles,Other,1
NA,1,1,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,1,3,3,3,4,4,3,3,3,3,Agree,5,Word of Mouth,Yes,More specific recommendations,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,No,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,5-10+,Other,1
NA,1,1,NA,NA,NA,1,NA,NA,NA,GVM Website,1,3,3,3,3,3,5,5,3,3,Neutral,1,Email,Yes,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,NA,NA,NA,NA,1,NA,NA,NA,NA,Print issues,2,3,3,3,3,4,4,4,4,3,Agree,0,Social Media,No,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,No,I am afraid the university has really changed in the short time since I worked there.,66+,NA,NA,NA,1,1,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,1,NA,NA,NA,NA,NA,Print issues,1,3,4,4,4,4,4,4,5,4,Neutral,1,Social Media,Yes,Larger variety of content,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,No,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,2
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,5,5,3,4,3,1,1,1,1,Neutral,10,Email,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,1
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,2,1,4,3,5,4,4,3,Neutral,1,Social Media,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,1,NA,NA,NA,1,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,4,4,Agree,0,Email,Yes,I don't use the website,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,No,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,3
NA,1,1,1,NA,NA,1,NA,NA,NA,Both,1,5,5,5,5,5,4,5,5,5,Agree,5,Social Media,Yes,Easier navigation,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,No,NA,17-24,NA,NA,1,NA,NA,NA,NA,NA,NA,5-10+,Other,2
1,1,1,1,NA,NA,NA,NA,NA,NA,Both,3,4,3,4,4,3,4,5,3,3,Disagree,6,Link within printed Issue,No,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,66+,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+,Other,1
1,1,NA,NA,1,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,1,1,1,1,Agree,0,Email,No,I don't know/I'm not sure,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,Yes,Great articles.  I enjoy reading about the things going on at GVSU,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,4
NA,1,1,1,NA,NA,NA,1,1,Mlive,GVM Website,2,3,3,4,4,4,3,3,3,3,Neutral,15,Email,Yes,Other,More success stories of alumni and students,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,66+,1,NA,NA,1,NA,NA,1,NA,NA,5-10+,Alumni over 35,1
NA,1,NA,NA,NA,1,1,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,3,4,Agree,0,Social Media,No,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Print issues,1,5,5,5,5,5,5,5,5,5,Neutral,1,Word of Mouth,No,I don't know/I'm not sure,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,2
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,5,5,5,5,5,5,5,5,5,Agree,7,Email,No,It is currently engaging,NA,1,1,NA,NA,NA,1,NA,1,1,NA,Yes,"I love the stories--it is clear the communications team members invest a lot of time in the GV Magazine. It is always a really great read, even when the stories don't directly relate. Would love if there were even more stories that brought the nostalgic factor back. I graduated in 2015 and know that the campus has changed so much, but would love to also know about the professors I had and their accomplishments since graduating. Like a ""professor spotlight"" or something where a few professors are highlighted for their recent work each issue, even if the work isn't entire spread worthy.",25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Other,5
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,1,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,1,NA,NA,1,NA,NA,NA,NA,Print issues,2,3,4,3,4,4,5,5,4,4,Agree,0,Email,No,It is currently engaging,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,25-35,1,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,2
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,1,3,3,3,3,3,4,4,2,3,Neutral,1,Doing research,Yes,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,1,NA,NA,1,NA,NA,NA,NA,NA,Both,3,4,4,4,3,4,4,5,3,4,Neutral,5,Email,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,1
NA,NA,NA,NA,1,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Social Media,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,1,Phone call from student,Print issues,2,3,3,3,3,3,2,1,1,3,Disagree,0,Email,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,"We've been gone a long time.  No family in Michigan any more.  No alumni group near us to belong to.  We support GVSU because of what it did for us.  Did try to interest our child in coming, not interested given the major chosen.",66+,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 Articles,Alumni over 35,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,4,3,3,3,3,3,3,Neutral,2,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,66+,1,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,2,4,4,4,4,5,5,5,5,Neutral,5,Doing research,No,Easier navigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,No,66+,1,1,NA,NA,NA,NA,1,NA,NA,5-10+,Alumni over 35,1
1,1,1,NA,NA,NA,NA,NA,NA,NA,Both,2,3,3,3,4,4,4,4,4,4,Neutral,7,Email,Yes,Larger variety of content,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,1,1,Parent of former student,5-10+,Alumni over 35,2
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,5,5,5,5,5,5,5,5,5,Agree,5,Link within printed Issue,No,It is currently engaging,NA,1,1,NA,1,NA,1,NA,NA,1,NA,Yes,NA,17-24,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Other,5
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Both,2,3,3,3,4,4,4,4,4,4,Agree,3,Social Media,Yes,Larger variety of content,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,No,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,2
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,4,4,Neutral,0,Social Media,Yes,I don't use the website,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,No,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,Other,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,1,1,NA,NA,NA,NA,NA,NA,NA,Both,3,5,5,5,5,5,5,5,5,5,Neutral,3,Email,I don't know/I'm not sure,I don't know/I'm not sure,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,4
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,3,4,4,4,4,5,4,4,5,5,Neutral,6,Email,Yes,Larger variety of content,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,2
1,NA,1,NA,NA,NA,1,NA,NA,NA,Print issues,3,5,5,5,5,5,5,5,5,5,Agree,4,Social Media,Yes,It is currently engaging,NA,1,1,1,NA,NA,1,1,NA,NA,NA,No,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,5
1,1,1,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,4,5,Agree,0,Doing research,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,2
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Neutral,0,Email,Yes,I don't use the website,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,No,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,2
NA,1,NA,NA,NA,NA,1,NA,NA,NA,GVM Website,0,3,3,3,3,3,3,3,3,3,Agree,15,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Yes,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+,Other,1
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,4,5,4,4,5,5,5,5,Agree,4,Social Media,No,It is currently engaging,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,Yes,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,2
NA,1,1,NA,NA,NA,NA,NA,NA,NA,GVM Website,3,3,3,3,4,3,4,3,3,4,Neutral,4,Email,Yes,Larger variety of content,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,No,No,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,2
NA,1,NA,NA,NA,1,NA,NA,NA,NA,I don't read the GVM,0,3,2,3,3,3,3,3,3,3,Neutral,0,Email,No,Easier navigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,17-24,NA,1,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,3,3,3,3,4,4,4,3,4,Neutral,3,Link within printed Issue,No,I don't know/I'm not sure,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,50-65,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Both,3,4,3,4,4,5,5,5,5,3,Disagree,6,Link within printed Issue,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,2,3,3,3,3,2,3,3,3,Neutral,0,Email,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Both,2,3,3,3,3,3,3,4,3,5,Agree,0,Link within printed Issue,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,5,3,5,4,4,5,5,5,4,Neutral,6,Email,I don't know/I'm not sure,Larger variety of content,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,3
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Link within printed Issue,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,N/a,17-24,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,1,NA,NA,NA,GVM Website,0,3,4,3,3,3,3,3,3,3,Neutral,6,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,No,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,5-10+,Other,1
NA,NA,NA,NA,NA,NA,NA,NA,1,"I mostly don't, but I sometimes see stuff on Facebook.",I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Word of Mouth,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,I'd probably give the magazine more time if I had more time. But I have a 6 year-old and am just super busy.,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,1,3,3,3,3,3,2,2,2,3,Disagree,0,Email,Yes,Other,I didn’t know the website existed,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,I didn’t know there was a version of the newsletter online. Online would be easier and preferred for me.,50-65,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,1,1,1,1,1,1,1,1,1,Agree,15,Doing research,I don't know/I'm not sure,I don't use the website,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,3
1,1,NA,NA,1,NA,NA,1,NA,NA,Both,3,5,1,5,5,5,5,5,5,5,Agree,15,Email,No,Larger variety of content,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,2
1,1,1,NA,NA,NA,NA,NA,NA,NA,Both,3,5,5,5,5,5,5,5,5,5,Neutral,5,Email,Yes,It is currently engaging,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,No,don't need printed copy just email reminding me about current issue,50-65,NA,NA,1,NA,NA,NA,NA,NA,NA,5-10+,Other,2
NA,1,1,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,1,1,1,1,1,3,3,3,3,Agree,15,Email,Yes,Larger variety of content,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,No,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,4
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,4,2,3,2,3,Disagree,3,Email,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,I am old so I enjoy some of the articles.  I live out of state.,66+,NA,NA,1,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,3,4,4,4,4,5,4,4,4,5,Neutral,3,Email,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,No,No,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,2
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,4,Agree,1,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Yes,No,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,1,NA,NA,NA,1,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,2,Social Media,No,Other,Invite Alumni to pen articles,1,NA,NA,1,1,NA,1,NA,NA,NA,No,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,4
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,2,3,3,3,3,3,3,3,3,Agree,2,Social Media,No,Larger variety of content,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,No,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,2
